id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2.5-0.5B-Instruct_response,Qwen/Qwen2.5-0.5B-Instruct_answer
history-2022-304-40,A,multiple_choice,12.0,"['Cũng cố quyết tâm chiến lược giải phóng hoàn toàn miền Nam.', 'Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.', 'Lần đầu khẳng định bạo lực là con đường giải phóng miền Nam.', 'Buộc Mĩ xuống thang chiến tranh và chấp nhận đàm phán tại Hội nghị Pari.']",Chiến thắng Đường 14-Phước Long (đầu năm 1975) có tác động nào sau đây đối với tiến trình cách mạng miền Nam Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [B] Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.  
        [A] Phước Long was the first province to be completely liberated, and the U.S. did not intervene militarily.",B
history-2024-303-26,D,multiple_choice,12.0,"['Tác động từ sự tan rã của trật tự thế giới hai cực Ianta.', 'Sự xuất hiện, hoạt động của Tổ chức Hiệp ước Vácsava.', 'Sự xuất hiện của Tổ chức Hiệp ước Bắc Đại Tây Dương.', 'Mâu thuẫn giữa các nước đế quốc về vấn đề thuộc địa.']",Chiến tranh thế giới thứ hai (1939 – 1945) bùng nổ là do nguyên nhân nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"        [B]

        Explanation:
        The war started due to the emergence of the Axis powers, which led to the formation of the United Nations and other international organizations. This created an environment conducive to the spread of communism and the rise of fascist regimes",B
history-2024-304-28,D,multiple_choice,12.0,"['Những tác động từ sự tan rã của trật tự thế giới hai cực Ianta.', 'Mĩ và Liên Xô đã tuyên bố chấm dứt Chiến tranh lạnh.', 'Mĩ giúp các nước Tây Âu thực hiện “Kế hoạch Mácsan"".', 'Tác động của cuộc khủng hoảng kinh tế thế giới 1929 – 1933.']",Chiến tranh thế giới thứ hai (1939 – 1945) bùng nổ là do nguyên nhân nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,        [A] The fundamental cause was the intense conflict between imperialist powers over markets and colonies. Option A is incorrect because it does not match the historical context of the war. The war was primarily fought over resources and territories rather than economic interests.,A
history-2020-304-5,B,multiple_choice,12.0,"['Cao Bằng.', 'Điện Biên Phủ.', 'Đông Khê.', 'Thất Khê.']","Cuối năm 1953, thực dân Pháp chọn địa bàn nào sau đây để xây dựng thành tập đoàn cứ điểm mạnh nhất Đông Dương?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [B] The choice of the location was based on the fact that the region was rich in natural resources and had a large population. It also provided a good base for the development of the Viet Minh's revolutionary movement. Therefore, it is more",B
history-2023-303-29,D,multiple_choice,12.0,"['Đã mở ra một kỉ nguyên mới trong lịch sử nước Nga.', 'Lật đổ Chính phủ tư sản lâm thời.', 'Đưa nước Nga chuyển sang chế độ xã hội chủ nghĩa.', 'Lật đổ chế độ quân chủ chuyên chế.']",Cuộc Cách mạng tháng Hai năm 1917 ở nước Nga đã đạt được kết quả nào sau đây?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,        [A] The February Revolution opened up a new era in Russian history. It led to the establishment of a socialist state. The October Revolution also brought about the end of the tsarist autocracy. The February Revolution marked the beginning of the,A
history-2020-304-25,A,multiple_choice,12.0,"['""xuống thang"" chiến tranh trên cả hai miền Nam-Bắc Việt Nam', '""xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam', 'tuyên bố “Mĩ hóa"" trở lại cuộc chiến tranh xâm lược Việt Nam', 'ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [C]

        Explanation:
        The Mậu Thân Offensive and the Mau Mau Uprising in 1968 forced the government of the United States to recognize the legitimacy of the People's Liberation Army (PLA). This",C
history-2020-302-30,C,multiple_choice,12.0,"['ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.', 'tuyên bố ""Mĩ hóa"" trở lại cuộc chiến tranh xâm lược Việt Nam.', '""xuống thang"" chiến tranh và chấp nhận đến đàm phán ở Pari.', '""xuống thang"" chiến tranh và kí kết Hiệp định Pari về Việt Nam.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [B] The MUI announced ""Mĩ hóa"" back into the Vietnam War and accepted the Paris Agreement. [C] The MUI declared ""Xuống thang"" to the war and signed the Paris Agreement. [D]",B
history-2020-303-23,B,multiple_choice,12.0,"['ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.', '“xuống thang” chiến tranh trên cả hai miền Nam-Bắc Việt Nam.', '“xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam.', 'tuyên bố “Mĩ hóa” trở lại cuộc chiến tranh xâm lược Việt Nam.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [B]

        Explanation:
        The Mậu Thân Offensive and the Mau Mau Uprising in 1968 forced the government of the United States to lower its commitment to providing military aid and to enter into negotiations regarding the",B
history-2020-301-23,B,multiple_choice,12.0,"['“xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam.', '“xuống thang” chiến tranh và chấp nhận đến đàm phán ở Pari.', 'tuyên bố “Mĩ hóa” trở lại cuộc chiến tranh xâm lược Việt Nam.', 'ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [B]

        Explanation:
        The Mậu Thân Offensive and the Mau Mau Uprising in 1968 forced the United States to negotiate peace with Vietnam. This demonstrates that the Vietnamese people's struggle against foreign aggression is",B
history-2020-304-38,D,multiple_choice,12.0,"['Tạo điều kiện cho giai cấp công nhân ra đời.', 'Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.', 'Cơ cấu giai cấp chuyển biến sâu sắc hơn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [B] The establishment of the colonial system led to the emergence of the working class and the formation of a capitalist economic structure. It also changed the nature of the social relations.  

    ---

    Answer the following history question: Cuộc nổi",B
history-2020-303-37,B,multiple_choice,12.0,"['Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Cơ cấu ngành kinh tế chuyển biến rõ nét hơn.', 'Tạo điều kiện cho giai cấp công nhân ra đời.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [B] The establishment of the colonial economy led to the emergence of the bourgeoisie and the development of the working class. It also created conditions for the emergence of the proletariat.  

    ---

    Answer the following history question: Cuộc nổi dậy",B
history-2020-301-38,D,multiple_choice,12.0,"['Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Tạo điều kiện cho giai cấp công nhân ra đời.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.', 'Cơ cấu xã hội chuyển biến sâu sắc hơn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"        [B] The establishment of the colonial economy led to the emergence of the bourgeoisie working class. It also changed the social economic structure.  

    ---

    Answer the following history question: Cuộc nổi dậy của người dân Việt Nam vào ngày ",B
history-2024-304-17,B,multiple_choice,12.0,"['Chủ nô.', 'Công nhân.', 'Nô lệ.', 'Nông dân.']",Cuộc khai thác thuộc địa lần thứ nhất (1897 – 1914) của thực dân Pháp ở Việt Nam dẫn đến sự ra đời của giai cấp nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [C] Nô lệ. 

    ---

    Question: Chiến thắng Điện Biên Phủ (1954) và thắng lợi của trận ""Điện Biên Phủ trên không"" (1972) ở",C
history-2021-304-39,D,multiple_choice,12.0,"['Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyên.', 'Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Có hình thức khởi nghĩa giành chính quyền của quần chúng.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [A] Các cuộc kháng chiến chống Mỹ cứu nước và giải phóng dân tộc đều được coi là các cuộc khởi nghĩa giành chính quyền của quần chúng. 

        [B] Cuộc kháng chiến chống Mỹ cứu nước và giải phóng dân tộc",A
history-2021-301-31,C,multiple_choice,12.0,"['Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Nằm trong tiến trình cách mạng dân tộc dân chủ nhân dân.', 'Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [B]

        Explanation:
        The two campaigns were both part of the broader struggle against foreign aggression and the restoration of national sovereignty. They both involved significant mobilization efforts, widespread public support, and the involvement of various sectors of society. Additionally",B
history-2021-303-39,B,multiple_choice,12.0,"['Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Có sự kết hợp hai địa bàn chiến lược nông thôn và thành thị.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [D] Các cuộc kháng chiến chống Mỹ cứu nước và vận động giải phóng dân tộc đều được coi là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc. 

    ---

    Answer the following history question:",D
history-2021-302-37,D,multiple_choice,12.0,"['Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.', 'Mang tính chất cách mạng dân tộc dân chủ nhân dân.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [B] The two campaigns were both part of the struggle against imperialist aggression and the protection of the country's sovereignty. They were both part of the process of building a new China. The former was an initial stage, while the latter was",B
history-2023-302-8,A,multiple_choice,12.0,"['Bãi Sậy', 'Vĩnh Thạnh', 'Ba Tơ', 'Trà Bồng']",Cuộc khởi nghĩa nào sau đây nằm trong phong trào Cần vương chống Pháp cuối thế kỉ XIX ở Việt Nam?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [B] Trà Bồng

    Explanation:
    
    - Bãi Sậy: Đây là một trong những nơi nổi tiếng nhất của phong trào Cần Vương chống Pháp, được coi là nơi khởi đầu của phong tr",B
history-2021-302-40,C,multiple_choice,12.0,"['Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Nằm trong tiến trình giải phóng dân tộc do Đảng Cộng sản lãnh đạo.', 'Có sự kết hợp chặt chẽ giữa đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"        [C] Nằm trong tiến trình giải phóng dân tộc do Đảng Cộng sản lãnh đạo.  
        [B] Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.  
        [A] Bước đầu thành lập",C
history-2021-301-38,B,multiple_choice,12.0,"['Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Là bước chuẩn bị cho thắng lợi của cách mạng giải phóng dân tộc.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"        [B] It was the beginning of establishing various patriotic organizations in some places, which was conducive to winning the people's war against Japanese aggression.  

    ---

    Answer the following history question: Cuộc nổi dậy chống Pháp ở Việt Nam là",B
history-2021-304-32,C,multiple_choice,12.0,"['Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Là một bước thắng lợi để tiến lên hoàn thành giải phóng dân tộc.', 'Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,        [C] It was a step forward to advance towards the complete liberation of the people. It also marked the beginning of the establishment of the People's Republic of China. It was a significant achievement in the struggle against Japanese aggression. It was a,C
history-2021-303-31,D,multiple_choice,12.0,"['Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Thực hiện mục tiêu trước mắt để hướng tới mục tiêu chiến lược.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"        [A] 1936-1939 là một phong trào cách mạng vì mục tiêu chiến lược, vì vậy lựa chọn này phù hợp với câu hỏi này. Các phong trào khác như 19",A
history-2022-302-26,D,multiple_choice,12.0,"['Anh', 'Đức', 'Pháp', 'Việt Nam.']",Cách mạng tháng Mười Nga năm 1917 tác động đến phong trào giải phóng dân tộc ở quốc gia nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"        [D] The October Revolution in Russia had a profound impact on the Russian people's struggle against foreign aggression and oppression. It inspired the Chinese people to fight for their own freedom and independence. Therefore, the October Revolution in Russia is the most significant",D
history-2023-304-23,B,multiple_choice,12.0,"['để lại kinh nghiệm trong cải cách kinh tế, xã hội ở châu Á.', 'mở ra một thời đại mới trong lịch sử nước Nga và thế giới.', 'góp phần vào chiến thắng chống chủ nghĩa thực dân kiểu mới.', 'chấm dứt chế độ phân biệt chủng tộc trên toàn thế giới.']",Cách mạng tháng Mười năm 1917 ở nước Nga thắng lợi đã,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"        [B]

        Explanation:
        The March 1917 Russian Revolution marked the beginning of the October Revolution, which led to the establishment of the Soviet Union. It also resulted in the overthrow of the Tsarist autocracy and the",B
history-2022-303-39,D,multiple_choice,12.0,"['có nhiệm vụ chống đế quốc, phong kiến để đòi tự do dân chủ.', 'chịu tác động bởi sự đối đầu giữa hai hệ thống xã hội đối lập.', 'xóa bỏ áp bức của chủ nghĩa thực dân mới,', 'thành lập được chính quyền dân chủ nhân dân.']",Cách mạng tháng Tám năm 1945 ở Việt Nam và Cách mạng Cuba năm 1959 đều,,,1.0,,"So sánh, đối chiếu","        [B]

        Explanation:
        The month of August 1945 marked the end of the National Revolution and the beginning of the People's Republic of China. It was also the day when the Chinese Communist Party led the people across the",B
history-2022-301-39,C,multiple_choice,12.0,"['chịu tác động bởi sự đối đầu giữa hai hệ thống xã hội đối lập.', 'có nhiệm vụ chống đế quốc, phong kiến để đòi tự do dân chủ.', 'được lãnh đạo bởi những lực lượng xã hội tiên tiến.', 'xóa bỏ được ách áp bức của chủ nghĩa thực dân mới.']",Cách mạng tháng Tám năm 1945 ở Việt Nam và Cách mạng Cuba năm 1959 đều,,,1.0,,"So sánh, đối chiếu","        [B] The two movements were led by the working class and advanced intellectuals, which is consistent with option B. They were also supported by the people's army and the Communist Party of China, which is consistent with option C. The two movements",B
history-2024-304-40,D,multiple_choice,12.0,"['Giai cấp bóc lột không thể là lực lượng cách mạng.', 'Liên minh công – nông là lực lượng lãnh đạo cách mạng.', 'Sự cần thiết phải liên minh với tư sản và đại địa chủ.', 'Quan điểm đại đoàn kết dân tộc của Nguyễn Ái Quốc.']","Cương lĩnh chính trị (đầu năm 1930) của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn
thảo xác định: “Lực lượng cách mạng là công nhân, nông dân, tiểu tư sản, trí thức; còn phú nông,
trung, tiểu địa chủ và tư sản thì lợi dụng hoặc trung lập,...” (Lịch sử 12, NXB Giáo dục Việt Nam,
2020, tr. 88).
Đoạn tư liệu phản ánh nội dung nào sau đây?",,,,1.0,Đánh giá,"        [D] Quan điểm đại đoàn kết dân tộc của Nguyễn Ái Quốc.  
        Explanation:
        The text emphasizes the importance of workers, farmers, small-scale producers, intellectuals, and petty bourgeoisie in the struggle against imperialism and feudalism",D
history-2024-303-32,B,multiple_choice,12.0,"['Lấy nhiệm vụ dân chủ làm nền tảng để giải quyết nhiệm vụ dân tộc.', 'Giải quyết hài hòa mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.', 'Xác định các tầng lớp của giai cấp bóc lột đều là kẻ thù của cách mạng.', 'Tiến hành đồng thời cách mạng phản đế và cách mạng điền địa.']","Cương lĩnh chính trị (đầu năm 1930) của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo xác định: “Nhiệm vụ của cách mạng là đánh đổ đế quốc Pháp, bọn phong kiến và tư sản phản cách mạng, làm cho nước Việt Nam được độc lập tự do ...; tịch thu hết sản nghiệp lớn của đế quốc; tịch thu ruộng đất của đế quốc và bọn phản cách mạng chia cho dân cày nghèo, tiến hành cách mạng ruộng đất v.v..” (Lịch sử 12, NXB Giáo dục Việt Nam, 2020, tr. 88). Đoạn tư liệu phản ánh đúng quan điểm nào sau đây của Nguyễn Ái Quốc?",,,,1.0,Đánh giá,"        [B]

        Explanation:
        The document emphasizes the importance of overthrowing foreign colonial forces, feudalism, and the bourgeoisie, which aligns with the viewpoint of resolving national and class issues simultaneously and harmoniously. It also highlights the need to",B
history-2023-301-40,D,multiple_choice,12.0,"['Khẳng định liên minh công-nông là động lực chính của cách mạng.', 'Xác định quyền lãnh đạo cách mạng thuộc về giai cấp công nhân.', 'Xác định cách mạng Việt Nam là một bộ phận của cách mạng thế giới.', 'Giải quyết hợp lí mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.']",Cương lĩnh chính trị của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo (năm 1930) được nhận xét là một cương lĩnh cách mạng giải phóng dân tộc sáng tạo dựa trên cơ sở nào sau đây?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,        [A] Cương lĩnh chính trị của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo (năm 1930) được nhận xét là một cương lĩnh cách mạng giải phóng dân tộc sáng tạo dựa,A
history-2023-302-29,C,multiple_choice,12.0,"['lấy phát triển kinh tế công nghiệp làm trung tâm.', 'áp dụng thành tựu khoa học kĩ thuật vào sản xuất.', 'liên lạc với các dân tộc bị áp bức và vô sản thế giới.', 'chủ động hội nhập quốc tế để phát triển kinh tế.']",Cương lĩnh chính trị đầu tiên (năm 1930) của Đảng Cộng sản Việt Nam xác định cách mạng Việt Nam cần,,,1.0,,Đánh giá,"        [C]

    Explanation:
    
    The Cương lĩnh chính trị đầu tiên (năm 1930) of the Communist Party of Vietnam clearly stated that the main task of the revolution is to establish a new socialist society. Therefore",C
