id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen3-0.6B_response,Qwen/Qwen3-0.6B_answer
history-2020-303-3,D,multiple_choice,12.0,"['Rove.', 'Bôlae.', 'Đờ Lát đơ Tátxinhi.', 'Nava.']",Chiến thắng Điện Biên Phủ năm 1954 của quân dân Việt Nam đã làm phá sản hoàn toàn kế hoạch nào sau đây của thực dân Pháp?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D] Điện Biên Phủ destroyed the Navarre Plan—the last major French military strategy aimed at achieving decisive victory within 18 months. The Rove, Bôlae, and De Lattre plans had already been",D
history-2022-304-40,A,multiple_choice,12.0,"['Cũng cố quyết tâm chiến lược giải phóng hoàn toàn miền Nam.', 'Chuyển cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.', 'Lần đầu khẳng định bạo lực là con đường giải phóng miền Nam.', 'Buộc Mĩ xuống thang chiến tranh và chấp nhận đàm phán tại Hội nghị Pari.']",Chiến thắng Đường 14-Phước Long (đầu năm 1975) có tác động nào sau đây đối với tiến trình cách mạng miền Nam Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [A] Phước Long was the first province to be completely liberated, and the U.S. did not intervene militarily. This proved U.S. weakness, creating confidence and reinforcing the strategic determination to fully liberate the South.  

   ",A
history-2024-303-26,D,multiple_choice,12.0,"['Tác động từ sự tan rã của trật tự thế giới hai cực Ianta.', 'Sự xuất hiện, hoạt động của Tổ chức Hiệp ước Vácsava.', 'Sự xuất hiện của Tổ chức Hiệp ước Bắc Đại Tây Dương.', 'Mâu thuẫn giữa các nước đế quốc về vấn đề thuộc địa.']",Chiến tranh thế giới thứ hai (1939 – 1945) bùng nổ là do nguyên nhân nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"    [D] The fundamental cause was the intense conflict between imperialist powers over markets and colonies. Options A, B, and C relate to the post-1945 period, not the outbreak of WWII.  

    ---

    Question",D
history-2024-304-28,D,multiple_choice,12.0,"['Những tác động từ sự tan rã của trật tự thế giới hai cực Ianta.', 'Mĩ và Liên Xô đã tuyên bố chấm dứt Chiến tranh lạnh.', 'Mĩ giúp các nước Tây Âu thực hiện “Kế hoạch Mácsan"".', 'Tác động của cuộc khủng hoảng kinh tế thế giới 1929 – 1933.']",Chiến tranh thế giới thứ hai (1939 – 1945) bùng nổ là do nguyên nhân nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"    [D] The fundamental cause was the intense conflict between imperialist powers over markets and colonies. Options A, B, and C relate to the post-1945 period, not the outbreak of WWII.  

    ---

    Question",D
history-2020-304-5,B,multiple_choice,12.0,"['Cao Bằng.', 'Điện Biên Phủ.', 'Đông Khê.', 'Thất Khê.']","Cuối năm 1953, thực dân Pháp chọn địa bàn nào sau đây để xây dựng thành tập đoàn cứ điểm mạnh nhất Đông Dương?",1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [B] Điện Biên Phủ.  
    Reasoning: The French military plan was to establish a strong base in Điện Biên Phủ to support their military operations in the Đông Dương region. This was a strategic move to strengthen their",B
history-2023-303-29,D,multiple_choice,12.0,"['Đã mở ra một kỉ nguyên mới trong lịch sử nước Nga.', 'Lật đổ Chính phủ tư sản lâm thời.', 'Đưa nước Nga chuyển sang chế độ xã hội chủ nghĩa.', 'Lật đổ chế độ quân chủ chuyên chế.']",Cuộc Cách mạng tháng Hai năm 1917 ở nước Nga đã đạt được kết quả nào sau đây?,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"    [A] Cuộc Cách mạng tháng Hai năm 1917 đã mở ra một kỉ nguyên mới trong lịch sử nước Nga.  
    [B] Lật đổ Chính phủ tư sản lâm thời.  
    [C",A
history-2020-304-25,A,multiple_choice,12.0,"['""xuống thang"" chiến tranh trên cả hai miền Nam-Bắc Việt Nam', '""xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam', 'tuyên bố “Mĩ hóa"" trở lại cuộc chiến tranh xâm lược Việt Nam', 'ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [A] ""Xuống thang"" chiến tranh trên cả hai miền Nam-Bắc Việt Nam

    Explanation:  
    The Mậu Thân campaign was a decisive military victory that forced the U.S. to withdraw military support",A
history-2020-302-30,C,multiple_choice,12.0,"['ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.', 'tuyên bố ""Mĩ hóa"" trở lại cuộc chiến tranh xâm lược Việt Nam.', '""xuống thang"" chiến tranh và chấp nhận đến đàm phán ở Pari.', '""xuống thang"" chiến tranh và kí kết Hiệp định Pari về Việt Nam.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [A] Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 đã buộc chính quyền Mĩ phải ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.  
    Reasoning: The M",A
history-2020-303-23,B,multiple_choice,12.0,"['ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.', '“xuống thang” chiến tranh trên cả hai miền Nam-Bắc Việt Nam.', '“xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam.', 'tuyên bố “Mĩ hóa” trở lại cuộc chiến tranh xâm lược Việt Nam.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [B] The Mậu Thân campaign forced the U.S. to withdraw military support from both the South and North Vietnam, leading to the ""downing of the war"" on both sides. This shows that the U.S. was weakened",B
history-2020-301-23,B,multiple_choice,12.0,"['“xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam.', '“xuống thang” chiến tranh và chấp nhận đến đàm phán ở Pari.', 'tuyên bố “Mĩ hóa” trở lại cuộc chiến tranh xâm lược Việt Nam.', 'ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,    [A] Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 đã buộc chính quyền Mĩ phải “xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam.,A
history-2020-304-38,D,multiple_choice,12.0,"['Tạo điều kiện cho giai cấp công nhân ra đời.', 'Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.', 'Cơ cấu giai cấp chuyển biến sâu sắc hơn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [D] The second phase of the French colonial exploitation in Đông Dương (1919–1929) created a deeper structural transformation in the peasant class. This led to a more profound change in the class structure.  

   ",D
history-2020-303-37,B,multiple_choice,12.0,"['Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Cơ cấu ngành kinh tế chuyển biến rõ nét hơn.', 'Tạo điều kiện cho giai cấp công nhân ra đời.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,    [A] Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) đã tạo cơ sở cho khuynh hướng tư sản xuất hiện. This shows that the second,A
history-2020-301-38,D,multiple_choice,12.0,"['Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Tạo điều kiện cho giai cấp công nhân ra đời.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.', 'Cơ cấu xã hội chuyển biến sâu sắc hơn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,    [A] Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) đã tạo cơ sở cho khuynh hướng tư sản xuất hiện. This shows that the second,A
history-2024-304-17,B,multiple_choice,12.0,"['Chủ nô.', 'Công nhân.', 'Nô lệ.', 'Nông dân.']",Cuộc khai thác thuộc địa lần thứ nhất (1897 – 1914) của thực dân Pháp ở Việt Nam dẫn đến sự ra đời của giai cấp nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,    [B] The first colonial exploitation by French colonial powers in Vietnam from 1897 to 1914 led to the emergence of the working class. This shows that the French colonial powers were the first to establish a class system,B
history-2021-304-39,D,multiple_choice,12.0,"['Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyên.', 'Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Có hình thức khởi nghĩa giành chính quyền của quần chúng.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [A] Both campaigns were liberation campaigns and efforts to protect the country.  

        Explanation: Both campaigns were aimed at liberating the country and protecting it from foreign invasion, which aligns with the objective of the liberation movement.  
        [",A
history-2021-301-31,C,multiple_choice,12.0,"['Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Nằm trong tiến trình cách mạng dân tộc dân chủ nhân dân.', 'Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [C] Both campaigns were part of the national liberation and anti-imperialist struggle, and they were part of the broader movement for national liberation and anti-imperialism.  

        Explanation: Both campaigns were part of the national liberation and anti",C
history-2021-303-39,B,multiple_choice,12.0,"['Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Có sự kết hợp hai địa bàn chiến lược nông thôn và thành thị.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [A] Both campaigns were the first major national liberation campaigns of the Vietnamese people, starting from the small-scale uprisings of the provinces and expanding to the whole country. They were the first major national liberation campaigns, starting from the provinces and",A
history-2021-302-37,D,multiple_choice,12.0,"['Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.', 'Mang tính chất cách mạng dân tộc dân chủ nhân dân.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","        [D] Both campaigns were national liberation and defense of the country, reflecting the spirit of the people's democratic revolution.  

    ---

    Question: Cuộc kháng chiến chống Mĩ, cứu nước (1954-197",D
history-2023-302-8,A,multiple_choice,12.0,"['Bãi Sậy', 'Vĩnh Thạnh', 'Ba Tơ', 'Trà Bồng']",Cuộc khởi nghĩa nào sau đây nằm trong phong trào Cần vương chống Pháp cuối thế kỉ XIX ở Việt Nam?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [A] Cuộc khởi nghĩa Bãi Sậy là một trong những phong trào của Cần vương chống Pháp cuối thế kỉ XIX ở Việt Nam.  
    Explanation: Bãi Sậy là một trong những địa điểm nổi",A
history-2021-302-40,C,multiple_choice,12.0,"['Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Nằm trong tiến trình giải phóng dân tộc do Đảng Cộng sản lãnh đạo.', 'Có sự kết hợp chặt chẽ giữa đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"    [C] This movement was part of the broader liberation movement led by the Communist Party of Vietnam. It aimed to liberate the country from foreign invasion and establish a new social order.  

    Explanation:  
    The movement was initiated by the",C
history-2021-301-38,B,multiple_choice,12.0,"['Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Là bước chuẩn bị cho thắng lợi của cách mạng giải phóng dân tộc.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"    [B] This movement was a prelude to the victory of the anti-Japanese revolution, laying the foundation for the liberation of the South.  

    ---

    Question: Cuộc vận động dân chủ 1936-19",B
history-2021-304-32,C,multiple_choice,12.0,"['Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Là một bước thắng lợi để tiến lên hoàn thành giải phóng dân tộc.', 'Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"    [B] This movement was a step towards establishing the first national liberation movement, laying the foundation for the eventual liberation of the country. It was a significant victory that helped move the movement towards completing the liberation of the country.  

    ---

",B
history-2021-303-31,D,multiple_choice,12.0,"['Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Thực hiện mục tiêu trước mắt để hướng tới mục tiêu chiến lược.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"    [D] Cuộc vận động dân chủ 1936-1939 nhằm thực hiện mục tiêu trước mắt để hướng tới mục tiêu chiến lược, nhằm xây dựng nền chính trị và xã hội mới.  

    Explanation:  
",D
history-2022-302-26,D,multiple_choice,12.0,"['Anh', 'Đức', 'Pháp', 'Việt Nam.']",Cách mạng tháng Mười Nga năm 1917 tác động đến phong trào giải phóng dân tộc ở quốc gia nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"    [D] Cách mạng tháng Mười Nga năm 1917 đã làm thay đổi phong trào giải phóng dân tộc ở Việt Nam. It led to the emergence of the Vietnamese revolutionary movement.  

    Explanation:  
",D
history-2023-304-23,B,multiple_choice,12.0,"['để lại kinh nghiệm trong cải cách kinh tế, xã hội ở châu Á.', 'mở ra một thời đại mới trong lịch sử nước Nga và thế giới.', 'góp phần vào chiến thắng chống chủ nghĩa thực dân kiểu mới.', 'chấm dứt chế độ phân biệt chủng tộc trên toàn thế giới.']",Cách mạng tháng Mười năm 1917 ở nước Nga thắng lợi đã,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"    [B] Cách mạng tháng Mười năm 1917 đã mở ra một thời đại mới trong lịch sử nước Nga và thế giới, marking the beginning of a new era in both countries' history. This shows that the revolution",B
history-2022-303-39,D,multiple_choice,12.0,"['có nhiệm vụ chống đế quốc, phong kiến để đòi tự do dân chủ.', 'chịu tác động bởi sự đối đầu giữa hai hệ thống xã hội đối lập.', 'xóa bỏ áp bức của chủ nghĩa thực dân mới,', 'thành lập được chính quyền dân chủ nhân dân.']",Cách mạng tháng Tám năm 1945 ở Việt Nam và Cách mạng Cuba năm 1959 đều,,,1.0,,"So sánh, đối chiếu","    [B] Both victories were caused by the confrontation between two opposing social systems. This shows that both movements were caused by the confrontation between two opposing social systems.  

    ---

    Question: Cách mạng tháng Tám năm 194",B
history-2022-301-39,C,multiple_choice,12.0,"['chịu tác động bởi sự đối đầu giữa hai hệ thống xã hội đối lập.', 'có nhiệm vụ chống đế quốc, phong kiến để đòi tự do dân chủ.', 'được lãnh đạo bởi những lực lượng xã hội tiên tiến.', 'xóa bỏ được ách áp bức của chủ nghĩa thực dân mới.']",Cách mạng tháng Tám năm 1945 ở Việt Nam và Cách mạng Cuba năm 1959 đều,,,1.0,,"So sánh, đối chiếu","    [A] Both movements were influenced by the confrontation between two opposing social systems. This shows that both movements were influenced by the confrontation between two opposing social systems.  

    ---

    Question: Which of the following is NOT a correct statement about",A
history-2024-304-40,D,multiple_choice,12.0,"['Giai cấp bóc lột không thể là lực lượng cách mạng.', 'Liên minh công – nông là lực lượng lãnh đạo cách mạng.', 'Sự cần thiết phải liên minh với tư sản và đại địa chủ.', 'Quan điểm đại đoàn kết dân tộc của Nguyễn Ái Quốc.']","Cương lĩnh chính trị (đầu năm 1930) của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn
thảo xác định: “Lực lượng cách mạng là công nhân, nông dân, tiểu tư sản, trí thức; còn phú nông,
trung, tiểu địa chủ và tư sản thì lợi dụng hoặc trung lập,...” (Lịch sử 12, NXB Giáo dục Việt Nam,
2020, tr. 88).
Đoạn tư liệu phản ánh nội dung nào sau đây?",,,,1.0,Đánh giá,"    [A] Giai cấp bóc lột không thể là lực lượng cách mạng.

    Explanation: The statement reflects that the working class, peasants, petty bourgeoisie, and intellectuals are the forces of the revolution, while the rich peasants,",A
history-2024-303-32,B,multiple_choice,12.0,"['Lấy nhiệm vụ dân chủ làm nền tảng để giải quyết nhiệm vụ dân tộc.', 'Giải quyết hài hòa mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.', 'Xác định các tầng lớp của giai cấp bóc lột đều là kẻ thù của cách mạng.', 'Tiến hành đồng thời cách mạng phản đế và cách mạng điền địa.']","Cương lĩnh chính trị (đầu năm 1930) của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo xác định: “Nhiệm vụ của cách mạng là đánh đổ đế quốc Pháp, bọn phong kiến và tư sản phản cách mạng, làm cho nước Việt Nam được độc lập tự do ...; tịch thu hết sản nghiệp lớn của đế quốc; tịch thu ruộng đất của đế quốc và bọn phản cách mạng chia cho dân cày nghèo, tiến hành cách mạng ruộng đất v.v..” (Lịch sử 12, NXB Giáo dục Việt Nam, 2020, tr. 88). Đoạn tư liệu phản ánh đúng quan điểm nào sau đây của Nguyễn Ái Quốc?",,,,1.0,Đánh giá,"    [B] Giải quyết hài hòa mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.  
    Reasoning: Đoạn tư liệu phản ánh đúng quan điểm của Nguyễn Ái Quốc, khi nhấn mạnh giải",B
history-2023-301-40,D,multiple_choice,12.0,"['Khẳng định liên minh công-nông là động lực chính của cách mạng.', 'Xác định quyền lãnh đạo cách mạng thuộc về giai cấp công nhân.', 'Xác định cách mạng Việt Nam là một bộ phận của cách mạng thế giới.', 'Giải quyết hợp lí mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.']",Cương lĩnh chính trị của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo (năm 1930) được nhận xét là một cương lĩnh cách mạng giải phóng dân tộc sáng tạo dựa trên cơ sở nào sau đây?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"    [D] Giải quyết hợp lí mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.  

    Explanation: Cương lĩnh chính trị của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo năm 1",D
history-2023-302-29,C,multiple_choice,12.0,"['lấy phát triển kinh tế công nghiệp làm trung tâm.', 'áp dụng thành tựu khoa học kĩ thuật vào sản xuất.', 'liên lạc với các dân tộc bị áp bức và vô sản thế giới.', 'chủ động hội nhập quốc tế để phát triển kinh tế.']",Cương lĩnh chính trị đầu tiên (năm 1930) của Đảng Cộng sản Việt Nam xác định cách mạng Việt Nam cần,,,1.0,,Đánh giá,"    [A] Lấy phát triển kinh tế công nghiệp làm trung tâm.

    Explanation: Cương lĩnh chính trị đầu tiên của Đảng Cộng sản Việt Nam năm 1930 xác định cách mạng Việt Nam cần lấy phát triển",A
