id,answer,question_type,grade,choices,question,nhan_biet,thong_hieu,van_dung,van_dung_cao,dang_cau_hoi,Qwen/Qwen2.5-7B-Instruct_response,Qwen/Qwen2.5-7B-Instruct_answer
history-2020-302-30,C,multiple_choice,12.0,"['ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.', 'tuyên bố ""Mĩ hóa"" trở lại cuộc chiến tranh xâm lược Việt Nam.', '""xuống thang"" chiến tranh và chấp nhận đến đàm phán ở Pari.', '""xuống thang"" chiến tranh và kí kết Hiệp định Pari về Việt Nam.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[D] [C] The 1968 Tet Offensive forced the U.S. government to ""de-escalate"" the war and agree to negotiate in Paris. This was a significant turning point as it led to the Paris Peace Accords",D
history-2020-303-23,B,multiple_choice,12.0,"['ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.', '“xuống thang” chiến tranh trên cả hai miền Nam-Bắc Việt Nam.', '“xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam.', 'tuyên bố “Mĩ hóa” trở lại cuộc chiến tranh xâm lược Việt Nam.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[B] The 1968 Tet Offensive forced the U.S. government to ""downgrade"" the war effort in both the South and North of Vietnam, indicating a shift in their strategic approach and a recognition of the growing resistance. [A",B
history-2020-301-23,B,multiple_choice,12.0,"['“xuống thang” chiến tranh và kí kết Hiệp định Pari về Việt Nam.', '“xuống thang” chiến tranh và chấp nhận đến đàm phán ở Pari.', 'tuyên bố “Mĩ hóa” trở lại cuộc chiến tranh xâm lược Việt Nam.', 'ngừng hẳn viện trợ quân sự cho chính quyền và quân đội Sài Gòn.']",Cuộc Tổng tiến công và nổi dậy Mậu Thân năm 1968 của quân dân Việt Nam đã buộc chính quyền Mĩ phải,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[B] The 1968 Tet Offensive forced the U.S. government to ""de-escalate"" the war and agree to negotiate in Paris. This event highlighted the limitations of U.S. military power and the growing public opposition to the",B
history-2020-304-38,D,multiple_choice,12.0,"['Tạo điều kiện cho giai cấp công nhân ra đời.', 'Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.', 'Cơ cấu giai cấp chuyển biến sâu sắc hơn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,[D] The second colonial exploitation period of France in Indochina (1919-1929) led to a more profound transformation of class structure in Vietnam. This period saw significant economic changes and social shifts that influenced the composition and,D
history-2020-303-37,B,multiple_choice,12.0,"['Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Cơ cấu ngành kinh tế chuyển biến rõ nét hơn.', 'Tạo điều kiện cho giai cấp công nhân ra đời.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[B] The second colonial exploitation period of France in Indochina (1919-1929) significantly transformed the economic structure, leading to clearer distinctions in industrial and agricultural sectors. This period also laid the groundwork for the emergence of",B
history-2020-301-38,D,multiple_choice,12.0,"['Tạo cơ sở cho khuynh hướng tư sản xuất hiện.', 'Tạo điều kiện cho giai cấp công nhân ra đời.', 'Quan hệ sản xuất phong kiến bị xóa bỏ hoàn toàn.', 'Cơ cấu xã hội chuyển biến sâu sắc hơn.']",Cuộc khai thác thuộc địa lần thứ hai của thực dân Pháp ở Đông Dương (1919-1929) có tác động nào sau đây đến Việt Nam?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[D] The second colonial exploitation period of France in Indochina (1919-1929) led to a more profound transformation of Vietnamese society. This period saw significant changes in social structures, including the emergence of new social classes",D
history-2024-304-17,B,multiple_choice,12.0,"['Chủ nô.', 'Công nhân.', 'Nô lệ.', 'Nông dân.']",Cuộc khai thác thuộc địa lần thứ nhất (1897 – 1914) của thực dân Pháp ở Việt Nam dẫn đến sự ra đời của giai cấp nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D]

---

### Explanation:

The period of French colonial exploitation from 1897 to 1914 in Vietnam led to significant social changes, including the emergence of a new class of people who were employed in industrial settings. The term",D
history-2021-304-39,D,multiple_choice,12.0,"['Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyên.', 'Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Có hình thức khởi nghĩa giành chính quyền của quần chúng.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","[B] Both the Vietnam War against the U.S. from 1954-1975 and the national liberation movement from 1939-1945 had a close integration between the rear and the front. 

",B
history-2021-301-31,C,multiple_choice,12.0,"['Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Nằm trong tiến trình cách mạng dân tộc dân chủ nhân dân.', 'Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu",[B] Both were closely integrated between the rear and the front lines. The question asks about similarities between the Vietnam War against the U.S. from 1954-1975 and the anti-colonial struggle from 19,B
history-2021-303-39,B,multiple_choice,12.0,"['Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Có sự kết hợp hai địa bàn chiến lược nông thôn và thành thị.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu",[D] Both were national liberation wars and struggles for the country's defense. The question asks about similarities between the Vietnam War against the U.S. from 1954 to 1975 and the anti-colonial struggle from ,D
history-2021-302-37,D,multiple_choice,12.0,"['Từ khởi nghĩa từng phần phát triển lên chiến tranh cách mạng.', 'Là các cuộc chiến tranh giải phóng dân tộc và bảo vệ Tổ quốc.', 'Có sự kết hợp chặt chẽ giữa hậu phương và tiền tuyến.', 'Mang tính chất cách mạng dân tộc dân chủ nhân dân.']","Cuộc kháng chiến chống Mĩ, cứu nước (1954-1975) và cuộc vận động giải phóng dân tộc (1939-1945) ở Việt Nam có điểm giống nhau nào sau đây?",,,1.0,,"So sánh, đối chiếu","[D] [D] Both wars had a nature of national democratic revolution, involving significant social and political changes aimed at liberating the people from colonial rule and establishing a more just society. This aligns with the goals of both the 193",D
history-2023-302-8,A,multiple_choice,12.0,"['Bãi Sậy', 'Vĩnh Thạnh', 'Ba Tơ', 'Trà Bồng']",Cuộc khởi nghĩa nào sau đây nằm trong phong trào Cần vương chống Pháp cuối thế kỉ XIX ở Việt Nam?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[B] 

Explanation: The Bãi Sậy uprising was part of the anti-French resistance led by Emperor Tu Duc's relatives and supporters during the late 19th century in Vietnam. It is one of the significant events in the Cần v",B
history-2021-302-40,C,multiple_choice,12.0,"['Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Nằm trong tiến trình giải phóng dân tộc do Đảng Cộng sản lãnh đạo.', 'Có sự kết hợp chặt chẽ giữa đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"[C] The 1936-1939 Democratic Movement in Vietnam was part of the national liberation process led by the Communist Party. This movement aimed to resist Japanese militarism and promote democratic reforms, laying the groundwork for future revolutionary activities",C
history-2021-301-38,B,multiple_choice,12.0,"['Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Là bước chuẩn bị cho thắng lợi của cách mạng giải phóng dân tộc.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,[B] The 1936-1939 Democratic Movement in Vietnam was a revolutionary movement preparing for the victory of the national liberation revolution. This movement laid the groundwork for future political and military struggles against colonial rule. [A] mentions,B
history-2021-304-32,C,multiple_choice,12.0,"['Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Là một bước thắng lợi để tiến lên hoàn thành giải phóng dân tộc.', 'Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,"[B] The 1936-1939 Democratic Movement in Vietnam was a step towards achieving national liberation, as it marked the beginning of organizing patriotic associations in some regions, which laid the groundwork for future revolutionary activities. [A]",B
history-2021-303-31,D,multiple_choice,12.0,"['Có sự kết hợp chặt chẽ đấu tranh chính trị với đấu tranh vũ trang.', 'Trực tiếp ngăn chặn quân phiệt Nhật Bản tiến vào Đông Dương.', 'Bước đầu thành lập được các hội Cứu quốc ở một số địa phương.', 'Thực hiện mục tiêu trước mắt để hướng tới mục tiêu chiến lược.']",Cuộc vận động dân chủ 1936-1939 ở Việt Nam là phong trào cách mạng vì một trong những lí do nào sau đây?,,1.0,,,Bối cảnh/Nguyên nhân,[D] [D] The primary reason for the 1936-1939 Democratic Movement in Vietnam was to achieve immediate goals as a step towards strategic objectives. This movement aimed to mobilize public support and create a platform for long,D
history-2022-302-26,D,multiple_choice,12.0,"['Anh', 'Đức', 'Pháp', 'Việt Nam.']",Cách mạng tháng Mười Nga năm 1917 tác động đến phong trào giải phóng dân tộc ở quốc gia nào sau đây?,1.0,,,,Trắc Nghiệm/Nội dung Ngắn,"[D] 

Explanation: The October Revolution in Russia in 1917 had a significant impact on the national liberation movements in many countries, including Vietnam. It provided inspiration and support to anti-colonial and revolutionary movements around the world, including",D
history-2023-304-23,B,multiple_choice,12.0,"['để lại kinh nghiệm trong cải cách kinh tế, xã hội ở châu Á.', 'mở ra một thời đại mới trong lịch sử nước Nga và thế giới.', 'góp phần vào chiến thắng chống chủ nghĩa thực dân kiểu mới.', 'chấm dứt chế độ phân biệt chủng tộc trên toàn thế giới.']",Cách mạng tháng Mười năm 1917 ở nước Nga thắng lợi đã,,1.0,,,Kết quả / Ý nghĩa / Vai trò,"[B] [B] Opened a new era in Russian and world history. The October Revolution in 1917 marked a significant turning point not only for Russia but also for the global stage, leading to the rise of the Soviet Union and",B
history-2022-303-39,D,multiple_choice,12.0,"['có nhiệm vụ chống đế quốc, phong kiến để đòi tự do dân chủ.', 'chịu tác động bởi sự đối đầu giữa hai hệ thống xã hội đối lập.', 'xóa bỏ áp bức của chủ nghĩa thực dân mới,', 'thành lập được chính quyền dân chủ nhân dân.']",Cách mạng tháng Tám năm 1945 ở Việt Nam và Cách mạng Cuba năm 1959 đều,,,1.0,,"So sánh, đối chiếu",[B] Both revolutions were influenced by the confrontation between two opposing social systems. The Vietnamese August Revolution and the Cuban Revolution of 1959 were both shaped by the global ideological conflict between capitalism and communism during the Cold War era. The Vietnamese revolution,B
history-2022-301-39,C,multiple_choice,12.0,"['chịu tác động bởi sự đối đầu giữa hai hệ thống xã hội đối lập.', 'có nhiệm vụ chống đế quốc, phong kiến để đòi tự do dân chủ.', 'được lãnh đạo bởi những lực lượng xã hội tiên tiến.', 'xóa bỏ được ách áp bức của chủ nghĩa thực dân mới.']",Cách mạng tháng Tám năm 1945 ở Việt Nam và Cách mạng Cuba năm 1959 đều,,,1.0,,"So sánh, đối chiếu","[A] Both revolutions were influenced by the confrontation between two opposing social systems. This reflects the broader ideological and geopolitical context of the Cold War era, where the struggle against colonialism was often intertwined with the larger conflict between capitalism and communism. [B]",A
history-2024-304-40,D,multiple_choice,12.0,"['Giai cấp bóc lột không thể là lực lượng cách mạng.', 'Liên minh công – nông là lực lượng lãnh đạo cách mạng.', 'Sự cần thiết phải liên minh với tư sản và đại địa chủ.', 'Quan điểm đại đoàn kết dân tộc của Nguyễn Ái Quốc.']","Cương lĩnh chính trị (đầu năm 1930) của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn
thảo xác định: “Lực lượng cách mạng là công nhân, nông dân, tiểu tư sản, trí thức; còn phú nông,
trung, tiểu địa chủ và tư sản thì lợi dụng hoặc trung lập,...” (Lịch sử 12, NXB Giáo dục Việt Nam,
2020, tr. 88).
Đoạn tư liệu phản ánh nội dung nào sau đây?",,,,1.0,Đánh giá,"[D] The excerpt reflects the view of national unity advocated by Nguyen Ai Quoc, indicating that while the revolutionary forces include the working class, peasants, petty bourgeoisie, and intellectuals, other classes such as middle and small landlords and bourgeoisie can be utilized or",D
history-2024-303-32,B,multiple_choice,12.0,"['Lấy nhiệm vụ dân chủ làm nền tảng để giải quyết nhiệm vụ dân tộc.', 'Giải quyết hài hòa mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.', 'Xác định các tầng lớp của giai cấp bóc lột đều là kẻ thù của cách mạng.', 'Tiến hành đồng thời cách mạng phản đế và cách mạng điền địa.']","Cương lĩnh chính trị (đầu năm 1930) của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo xác định: “Nhiệm vụ của cách mạng là đánh đổ đế quốc Pháp, bọn phong kiến và tư sản phản cách mạng, làm cho nước Việt Nam được độc lập tự do ...; tịch thu hết sản nghiệp lớn của đế quốc; tịch thu ruộng đất của đế quốc và bọn phản cách mạng chia cho dân cày nghèo, tiến hành cách mạng ruộng đất v.v..” (Lịch sử 12, NXB Giáo dục Việt Nam, 2020, tr. 88). Đoạn tư liệu phản ánh đúng quan điểm nào sau đây của Nguyễn Ái Quốc?",,,,1.0,Đánh giá,"[D] The passage reflects the view of simultaneously carrying out anti-imperialist and land revolution, as stated in the Cương lĩnh chính trị (1930) which aims to overthrow French colonialism, feudalism, and reactionary bourgeoisie, achieve",D
history-2023-301-40,D,multiple_choice,12.0,"['Khẳng định liên minh công-nông là động lực chính của cách mạng.', 'Xác định quyền lãnh đạo cách mạng thuộc về giai cấp công nhân.', 'Xác định cách mạng Việt Nam là một bộ phận của cách mạng thế giới.', 'Giải quyết hợp lí mối quan hệ giữa vấn đề dân tộc và vấn đề giai cấp.']",Cương lĩnh chính trị của Đảng Cộng sản Việt Nam do Nguyễn Ái Quốc soạn thảo (năm 1930) được nhận xét là một cương lĩnh cách mạng giải phóng dân tộc sáng tạo dựa trên cơ sở nào sau đây?,,,1.0,,Kết quả / Ý nghĩa / Vai trò,"[D] The 1930 Political Program of the Communist Party of Vietnam was innovative and revolutionary, based on the relationship between the national issue and the class issue. This document recognized the importance of addressing both the struggle for national liberation and the class",D
history-2023-302-29,C,multiple_choice,12.0,"['lấy phát triển kinh tế công nghiệp làm trung tâm.', 'áp dụng thành tựu khoa học kĩ thuật vào sản xuất.', 'liên lạc với các dân tộc bị áp bức và vô sản thế giới.', 'chủ động hội nhập quốc tế để phát triển kinh tế.']",Cương lĩnh chính trị đầu tiên (năm 1930) của Đảng Cộng sản Việt Nam xác định cách mạng Việt Nam cần,,,1.0,,Đánh giá,"[C] The 1930 Political Program of the Communist Party of Vietnam determined that the Vietnamese revolution needed to link up with oppressed peoples and proletarians around the world. This choice reflects the internationalist perspective and solidarity with global revolutionary movements, which",C
history-2022-302-24,A,multiple_choice,12.0,"['Giai cấp tư sản ra đời.', 'Công nghiệp vũ trụ ra đời', 'Trở thành siêu cường tài chính.', 'Trở thành cường quốc phần mềm.']","Dưới tác động của cuộc khai thác thuộc địa lần thứ hai do thực dân Pháp tiến hành ở Đông Dương (1919-1929), xã hội Việt Nam có chuyển biến nào sau đây?",,1.0,,,Kết quả / Ý nghĩa / Vai trò,[A] The rise of the bourgeoisie class was a significant social transformation under the impact of the second colonial exploitation by France in Indochina (1919-1929). This period saw the emergence of a new class of Vietnamese entrepreneurs,A
